Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
114,Houston NCAA,37,32,5,0.865,25.69,9.8,15,3,17,0,7,3,2720,2132,64.1,113.6,0.308,0.368,0.531,52.3,49.3,15.1,16,0.503,11.4,36.8,0.211,89,0.394,0.401,0.482,47.7,59.8,7.8,7.2,0.44,20.9,31.2,0.266,16
116,Howard NCAA,35,18,17,0.514,-8.69,-8.02,9,5,9,4,6,9,2623,2600,69.4,106.5,0.418,0.392,0.566,52.8,55.9,8.6,7.2,0.522,18.9,34.4,0.314,105.6,0.386,0.328,0.54,47.2,47.2,10.8,10.6,0.504,15.1,30.2,0.269,68
119,Illinois NCAA,38,29,9,0.763,19.56,9.54,14,6,15,3,6,5,3168,2787,70.1,118.2,0.371,0.385,0.572,55.2,45.8,6.2,8.2,0.536,12.6,35.6,0.273,104,0.267,0.283,0.511,44.8,44.1,8.1,8.4,0.48,10.8,26.3,0.193,8
127,Iowa State NCAA,37,29,8,0.784,22.3,8.51,13,5,18,0,5,5,2787,2277,67.9,110.9,0.354,0.317,0.551,50.5,58.1,15.2,10.8,0.52,13.3,31.1,0.248,90.6,0.348,0.452,0.512,49.5,58.7,8.9,8.8,0.474,22.2,29.3,0.246,16
132,James Madison NCAA,36,32,4,0.889,8.19,-3.75,15,3,14,1,12,2,2995,2506,71.6,115,0.342,0.378,0.572,53.2,53.8,12.5,8.3,0.544,13,32.5,0.24,96.2,0.341,0.357,0.51,46.8,43.8,8.2,8.8,0.469,17.4,26.9,0.249,32
133,Kansas NCAA,34,23,11,0.676,16.35,11.32,10,8,15,1,3,7,2569,2376,69.9,107.7,0.32,0.298,0.567,51.7,67.4,10.2,11,0.538,14.9,25.7,0.231,99.6,0.282,0.413,0.51,48.3,52,9.7,6.8,0.48,14.5,26.3,0.196,32
138,Kentucky NCAA,33,23,10,0.697,16.79,7.46,13,5,14,4,7,3,2938,2630,73.9,119.2,0.304,0.375,0.602,50.5,54.9,10.1,16.2,0.572,12.6,28.9,0.235,106.7,0.334,0.402,0.531,49.5,52.2,8.6,8.7,0.496,13.6,30.5,0.239,64
148,Long Beach State NCAA,36,21,15,0.583,-1.19,-1.19,10,10,8,5,9,7,2786,2735,72.9,105.4,0.382,0.285,0.527,52,55.4,10.8,12.2,0.487,14.7,33.3,0.271,103.5,0.312,0.439,0.54,48,59,9.7,6.1,0.507,16.2,29.1,0.226,64
150,Longwood NCAA,35,21,14,0.6,-2.04,-4.76,6,10,13,3,6,10,2615,2396,67.9,108.5,0.392,0.287,0.537,56.3,47.9,10.1,7.7,0.502,15.4,38.3,0.269,99.4,0.351,0.4,0.54,43.7,49.7,9.3,7,0.509,17.7,24.5,0.241,64
162,Marquette NCAA,37,27,10,0.73,19.27,11.02,14,6,14,2,7,5,2888,2583,69.4,112,0.255,0.411,0.571,47.8,54.5,12.3,10.6,0.55,12.7,25.7,0.18,100.2,0.269,0.428,0.531,52.2,59.4,8.2,8.6,0.498,18.3,30.8,0.201,16
169,McNeese State NCAA,34,30,4,0.882,6.42,-6.81,17,1,18,0,11,3,2719,2116,67.6,118.3,0.373,0.336,0.578,52.2,52,15.2,12.1,0.552,12.3,33.5,0.258,92.1,0.317,0.481,0.503,47.8,59,6.8,8.1,0.466,20.9,30.1,0.226,64
176,Michigan State NCAA,35,20,15,0.571,17.72,10.89,10,10,14,4,3,7,2551,2312,66.4,109.4,0.293,0.304,0.544,50.8,58.8,10.6,11.7,0.516,13,29.8,0.207,99.1,0.324,0.416,0.517,49.2,54.8,8,7.8,0.481,16.2,28.5,0.232,32
181,Mississippi State NCAA,35,21,14,0.6,14.19,9.16,8,10,11,4,2,8,2593,2417,68.7,107.5,0.374,0.385,0.543,53.9,53.5,11.8,9,0.514,16,35.4,0.251,100.2,0.318,0.412,0.521,46.1,48.6,10.6,10.6,0.48,16,27.8,0.239,64
187,Montana State NCAA,35,17,18,0.486,-5.34,-4.46,9,9,10,7,4,10,2635,2606,69.7,106.4,0.296,0.429,0.574,46.4,49.2,11.7,6.4,0.547,15.1,20.8,0.216,105.3,0.359,0.341,0.557,53.6,46.2,8.4,7.6,0.524,16.8,28.4,0.256,68
188,Morehead State NCAA,35,26,9,0.743,0.51,-5.52,14,4,14,1,9,7,2635,2220,66.2,113.7,0.293,0.451,0.572,56.1,55.7,8.9,11.9,0.548,15.2,35.3,0.207,95.8,0.293,0.332,0.486,43.9,42,8.9,8.1,0.443,13.8,25.3,0.22,64
193,NC State NCAA,41,26,15,0.634,12.81,8.93,9,11,12,5,4,7,3101,2942,68.5,109.1,0.32,0.333,0.542,49.4,48,10.5,9.7,0.507,12.1,28.1,0.234,103.5,0.316,0.368,0.531,50.6,50.5,7.4,7.9,0.495,15.3,29.1,0.232,4
194,Nebraska NCAA,34,23,11,0.676,14.36,7.53,12,8,18,1,3,8,2643,2411,69.4,110.8,0.326,0.443,0.567,50.2,57.1,9,7.1,0.531,13.9,27.6,0.248,101.1,0.277,0.414,0.499,49.8,52.5,8.8,11.1,0.467,13.8,30.3,0.194,64
195,Nevada NCAA,34,26,8,0.765,12.85,4.58,13,5,15,2,8,3,2582,2276,66.9,113,0.443,0.336,0.573,51.3,58,9.4,11,0.535,13.2,27.6,0.319,99.6,0.339,0.415,0.52,48.7,55.9,7.4,6.5,0.485,15.6,26.8,0.237,64
198,New Mexico NCAA,36,26,10,0.722,15.04,5.38,10,8,13,3,5,6,2916,2545,72.5,111.7,0.331,0.303,0.538,52.8,49.1,12,13.2,0.505,11.7,33.4,0.234,97.5,0.335,0.363,0.517,47.2,54.2,8.1,9.5,0.477,17,26.8,0.245,64
206,North Carolina NCAA,37,29,8,0.784,21.36,9.9,17,3,14,1,8,2,3032,2608,71.3,114.6,0.362,0.361,0.557,54.9,51.2,8.1,10.3,0.515,12,33,0.275,98.6,0.282,0.358,0.504,45.1,40,7.7,9.5,0.467,13.2,23.7,0.209,16
219,Northwestern NCAA,34,22,12,0.647,12.77,8.5,12,8,15,2,4,7,2493,2348,64.8,111.2,0.292,0.364,0.558,48.4,59.4,10.7,9.5,0.526,11.8,25.7,0.22,104.7,0.393,0.374,0.553,51.6,59.2,7.4,10.7,0.515,16.6,27.8,0.283,32
222,Oakland NCAA,36,24,12,0.667,2.02,-1.24,15,5,10,3,9,7,2751,2634,68,110.5,0.308,0.413,0.554,50.9,54,9.5,7.8,0.519,13.8,30.4,0.231,105.8,0.269,0.409,0.537,49.1,62.6,8.6,8.5,0.506,14.1,29,0.198,32
230,Oregon NCAA,36,24,12,0.667,12.22,8.91,12,8,13,3,6,5,2721,2602,68.3,109.6,0.32,0.363,0.551,50.3,50.6,10.4,10.1,0.519,12.9,28.6,0.23,104.8,0.323,0.368,0.548,49.7,50.8,7.7,9.3,0.515,15.7,27.3,0.234,32
243,Purdue NCAA,39,34,5,0.872,24.93,11.6,17,3,16,0,7,3,3211,2691,68.3,119.5,0.413,0.347,0.591,58,64.9,7.9,9.3,0.558,14,37.7,0.297,100.1,0.22,0.369,0.503,42,54.9,9.8,6.5,0.475,12.1,24.3,0.159,2
259,Saint Mary's (CA) NCAA,34,26,8,0.765,16.31,3.46,15,1,14,4,9,0,2516,2013,63.8,115.2,0.285,0.365,0.552,58.8,58.8,10.2,10.3,0.531,13.2,39.4,0.192,92.2,0.327,0.296,0.485,41.2,47.2,8.3,7.6,0.443,15.1,22.1,0.235,64
260,Saint Peter's NCAA,33,19,14,0.576,-4.58,-5.33,12,8,8,5,8,8,2140,2113,65.4,98.8,0.39,0.322,0.493,51.2,48.6,10.8,12.4,0.446,16,34.5,0.278,97.5,0.426,0.348,0.518,48.8,51.8,9.9,10.6,0.474,18,30.4,0.298,64
262,Samford NCAA,35,29,6,0.829,6.32,-3.23,15,3,18,0,8,5,3012,2607,74.4,115.7,0.355,0.413,0.599,49.9,58.7,13.3,10.5,0.571,15.3,30.6,0.257,100.1,0.377,0.397,0.535,50.1,54.1,10.5,10.7,0.501,19.3,32,0.259,64
264,San Diego State NCAA,37,26,11,0.703,14.68,8.37,11,7,14,1,6,8,2742,2467,67,108.7,0.362,0.379,0.54,52.9,50.4,10.9,11.9,0.5,14,33.2,0.265,97.8,0.322,0.41,0.505,47.1,49.7,9,8.3,0.468,15.9,28.1,0.229,16
272,South Carolina NCAA,34,26,8,0.765,10.98,6.48,13,5,14,3,8,3,2450,2297,64.8,110.4,0.318,0.411,0.54,52.1,60.6,7.3,8.2,0.509,13.2,32.8,0.226,103.5,0.316,0.313,0.522,47.9,47.6,8.9,13.5,0.484,13.1,27.9,0.232,64
276,South Dakota State NCAA,35,22,13,0.629,0.52,-2.7,12,4,11,3,6,5,2675,2490,68.6,110.7,0.292,0.406,0.579,51.4,46.1,8.8,10.2,0.555,14.6,25.1,0.207,103,0.257,0.47,0.534,48.6,49.5,9.8,8.4,0.503,14.5,24.6,0.191,64
293,Stetson NCAA,35,22,13,0.629,-5.09,-3.24,11,5,14,2,6,10,2687,2566,67.5,113.4,0.302,0.417,0.572,50,48.9,7.9,8,0.539,13.6,29.1,0.231,108.3,0.243,0.38,0.531,50,50.6,8.8,7.5,0.505,12.2,30.8,0.173,64
298,TCU NCAA,34,21,13,0.618,14.62,7.32,9,9,12,4,6,5,2687,2439,70.6,110.3,0.35,0.303,0.551,53.4,59.6,12.5,10.2,0.515,15.2,35.9,0.256,100.2,0.354,0.351,0.54,46.6,56.7,9.6,9.1,0.507,18.2,28.4,0.249,64
300,Tennessee NCAA,36,27,9,0.75,21.81,10.42,14,4,14,2,8,3,2836,2426,70.3,112.1,0.337,0.412,0.55,52.4,61.3,11.1,13.5,0.511,12.5,32.2,0.253,95.9,0.357,0.411,0.496,47.6,48.9,8.9,7.7,0.453,16.1,28.2,0.253,8
304,Texas NCAA,34,21,13,0.618,15.91,9.41,9,9,14,4,4,6,2563,2342,68.2,110.1,0.302,0.348,0.564,50.4,54.9,10.5,11.4,0.53,14.7,29.9,0.228,100.6,0.34,0.328,0.52,49.6,47.5,9.2,8.9,0.481,16.3,30.1,0.245,32
305,Texas A&M NCAA,36,21,15,0.583,13.35,9.32,9,9,10,5,6,6,2736,2591,67.8,111.4,0.386,0.377,0.502,56,44.5,10.2,9.4,0.457,11.3,42.3,0.273,105.5,0.319,0.449,0.537,44,59.5,7.8,13.3,0.505,14.5,28,0.228,32
309,Texas Tech NCAA,34,23,11,0.676,14.96,9.28,11,7,15,2,4,6,2561,2368,67.2,111.7,0.342,0.414,0.567,50.9,57.1,8.9,7,0.526,14.3,30.3,0.267,103.3,0.272,0.386,0.522,49.1,47.1,8.8,10.3,0.492,14.6,30.3,0.194,64
317,UAB NCAA,35,23,12,0.657,5.14,3.73,12,6,12,5,7,5,2711,2627,68.7,111.2,0.4,0.316,0.546,52.2,50.5,9.7,11.8,0.501,14.1,35.5,0.298,107.8,0.309,0.367,0.54,47.8,49.1,10.1,10.2,0.508,14.2,31.1,0.223,64
330,Utah State NCAA,35,28,7,0.8,11.56,5.29,14,4,14,1,8,4,2788,2497,69.3,113.4,0.385,0.333,0.579,52,57.3,9.7,11.3,0.546,13.8,28.6,0.277,101.5,0.306,0.365,0.527,48,50.3,9.1,6.2,0.491,15,26.4,0.224,32
337,Vermont NCAA,35,28,7,0.8,2.78,-3.31,15,1,16,1,10,4,2506,2205,65.4,109.1,0.286,0.443,0.557,50.6,53.1,9,10.7,0.53,12.5,23.1,0.205,96,0.263,0.358,0.495,49.4,42.9,7.8,10.3,0.462,13.6,23.4,0.188,64
339,Virginia NCAA,34,23,11,0.676,10.45,7.31,13,7,15,2,5,6,2140,2033,61.2,101.7,0.253,0.326,0.506,48.4,63,11.4,15.5,0.486,11.5,25.6,0.161,96.6,0.258,0.396,0.502,51.6,52,8.1,8.5,0.466,16.8,28.1,0.193,68
343,Wagner NCAA,33,17,16,0.515,-10.64,-8.58,7,9,7,5,9,10,2103,2083,63,100,0.259,0.38,0.489,50.4,55.5,9.3,7.2,0.458,13.2,30,0.182,99,0.294,0.407,0.512,49.6,59,7.5,8.9,0.483,15.3,26.9,0.201,64
346,Washington State NCAA,35,25,10,0.714,14.02,7.19,14,6,15,2,6,4,2574,2335,66.4,109.9,0.316,0.322,0.547,54.3,45.9,7.7,12.6,0.518,14,32.9,0.222,99.7,0.323,0.311,0.511,45.7,45.6,8.4,6.6,0.472,13.8,25,0.236,32
351,Western Kentucky NCAA,34,22,12,0.647,1.19,-2.91,8,8,12,2,6,7,2728,2531,76,105.6,0.327,0.321,0.552,52.2,45.6,10.1,8.7,0.52,16,29,0.235,97.9,0.32,0.409,0.512,47.8,49.9,9.6,10.1,0.48,16.3,26.6,0.221,64
356,Wisconsin NCAA,36,22,14,0.611,16.01,11.35,11,9,14,3,3,9,2688,2520,66,112,0.338,0.355,0.56,52.4,48.1,9.3,4.6,0.522,13,30.2,0.255,105,0.338,0.343,0.554,47.6,47.3,7.5,10.8,0.52,15.1,24.4,0.245,64
361,Yale NCAA,33,23,10,0.697,4.63,0.41,11,3,9,2,9,6,2465,2226,66.1,111.2,0.277,0.349,0.553,52.8,53.9,9.2,9.6,0.528,12.4,28.9,0.196,100.5,0.279,0.419,0.525,47.2,57.2,8.2,8.7,0.491,14.7,23.7,0.206,32
4,Alabama NCAA,37,31,6,0.838,23.19,9.65,16,2,15,0,9,3,3027,2526,72.6,110.4,0.366,0.472,0.557,54.4,54.3,8.2,11.3,0.521,15.9,34.2,0.266,92.1,0.326,0.3,0.458,45.6,41.1,9.8,11.6,0.413,13.6,27.9,0.232,16
11,Arizona NCAA,35,28,7,0.8,19.08,8.34,14,6,15,2,6,4,2866,2490,72.7,112.6,0.358,0.377,0.591,54.2,64.7,8.4,8.1,0.565,16.2,30.7,0.253,97.8,0.255,0.387,0.501,45.8,49,10.8,9.5,0.471,14.8,26.1,0.182,64
12,Arizona State NCAA,36,23,13,0.639,11.29,8.18,11,9,10,5,7,6,2559,2447,69,101.9,0.312,0.393,0.515,48.8,56.6,10.2,13.3,0.484,14.5,29.2,0.215,97.4,0.335,0.39,0.504,51.2,54.8,8.7,8.2,0.465,17.2,31.5,0.237,64
13,Arkansas NCAA,36,22,14,0.611,15.99,9.87,8,10,14,3,2,8,2666,2446,70.2,105.1,0.393,0.277,0.545,51.7,48.1,11.9,13.1,0.509,15.8,30.7,0.274,96.4,0.395,0.305,0.516,48.3,45.1,9.5,6.9,0.472,18,27.9,0.282,16
17,Auburn NCAA,34,21,13,0.618,14.35,9.29,10,8,14,2,4,8,2474,2302,68.7,105.6,0.363,0.352,0.53,50.4,54.7,11.2,13.6,0.495,15.1,32.8,0.253,98.3,0.389,0.345,0.502,49.6,48.2,10.2,9.1,0.457,16.2,32.4,0.276,32
20,Baylor NCAA,34,23,11,0.676,17.3,10.54,11,7,14,3,5,5,2619,2389,67.8,113.3,0.368,0.449,0.57,51.5,54.9,9.6,6.9,0.532,15.2,34.4,0.274,103.3,0.313,0.379,0.547,48.5,60,9,9,0.516,17.4,30.9,0.225,32
25,Boise State NCAA,34,24,10,0.706,12.78,6.21,13,5,14,1,6,6,2451,2198,66.8,106.8,0.303,0.378,0.553,52.6,43.8,7.5,8,0.521,14.6,27.4,0.222,95.8,0.273,0.371,0.503,47.4,45.4,7.7,9,0.473,15.5,23.8,0.192,64
55,Colgate NCAA,35,26,9,0.743,2.2,-5.86,17,1,14,2,11,4,2733,2426,68.2,114.5,0.269,0.348,0.594,51.7,61.1,10.4,7.7,0.581,13.4,25.5,0.178,101.7,0.199,0.366,0.539,48.3,54.5,8.8,8.2,0.521,16.1,24.2,0.137,64
56,College of Charleston NCAA,35,31,4,0.886,8.4,-4.02,16,2,17,1,11,2,2804,2353,70.7,112.5,0.328,0.477,0.551,54.3,49.8,10.4,7.7,0.515,14.1,35.2,0.244,94.4,0.248,0.322,0.505,45.7,45.7,7.9,11.2,0.48,17.1,25.4,0.168,64
60,Connecticut NCAA,39,31,8,0.795,22.95,8.51,13,7,15,2,6,5,3064,2501,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234,93.8,0.378,0.304,0.494,43.3,41.7,9.7,7.7,0.444,16.3,26,0.277,1
63,Creighton NCAA,37,24,13,0.649,17.83,9.8,14,6,13,2,5,6,2828,2531,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,98.1,0.197,0.295,0.496,47.3,44.7,8.4,8.2,0.471,12.3,23.5,0.143,8
72,Drake NCAA,35,27,8,0.771,7.84,-1.14,15,5,14,1,6,6,2617,2236,67,109.2,0.279,0.37,0.569,52.2,50.2,7.8,7.4,0.537,13.8,24.3,0.214,93.3,0.27,0.38,0.495,47.8,43.6,7.7,6.2,0.464,15.7,22.2,0.19,64
74,Duke NCAA,36,27,9,0.75,15.83,7.44,14,6,16,0,4,6,2592,2290,65.5,109.5,0.299,0.353,0.548,55.7,56.2,8.6,12.2,0.511,15.4,35.9,0.229,96.8,0.237,0.356,0.495,44.3,48.5,9.3,9.8,0.46,14.5,26,0.181,32
86,FDU NCAA,37,21,16,0.568,-8.98,-9.83,10,6,10,5,8,9,2863,2744,69.8,109.7,0.271,0.379,0.549,50.3,52.2,11.3,6,0.517,14,31.9,0.204,105.2,0.335,0.398,0.574,49.7,56.8,8.2,10,0.541,19.2,29,0.249,32
89,Florida Atlantic NCAA,39,35,4,0.897,13.92,2.3,18,2,17,0,11,3,3035,2547,68.5,112.8,0.294,0.44,0.572,54.2,51.8,9.4,6.7,0.547,14.8,31.6,0.212,94.7,0.263,0.349,0.494,45.8,34.8,8.4,6.8,0.459,15.7,25,0.193,4
95,Furman NCAA,36,28,8,0.778,4.89,-2.9,15,3,14,2,8,3,2911,2563,69.4,115.4,0.341,0.464,0.588,51.2,59.1,9.4,8.4,0.557,13.8,28.8,0.253,101.6,0.301,0.35,0.535,48.8,44.5,8.1,8.9,0.505,16.4,27.1,0.213,32
104,Gonzaga NCAA,37,31,6,0.838,18.99,8.04,14,2,15,1,7,2,3187,2715,71.9,119.5,0.337,0.323,0.602,54,50.7,10,9.3,0.582,13,31.4,0.233,101.8,0.257,0.39,0.539,46,46.1,7.2,5.8,0.51,16.3,25.2,0.188,8
106,Grand Canyon NCAA,36,24,12,0.667,4.43,1.27,10,7,14,4,5,5,2706,2421,66.9,111.5,0.358,0.418,0.573,52.1,48.4,7.3,8.1,0.542,15.4,30.8,0.256,99.8,0.32,0.329,0.498,47.9,43.3,8.3,8.2,0.461,13.7,29.3,0.225,64
115,Houston NCAA,37,33,4,0.892,22.2,4.79,17,1,16,2,11,0,2770,2126,64.8,115.5,0.289,0.379,0.553,55.1,53.9,12.2,16.7,0.523,12.9,37.1,0.212,88.6,0.357,0.435,0.47,44.9,53.1,8.3,6.7,0.427,18.3,27.7,0.246,16
117,Howard NCAA,35,22,13,0.629,-5.04,-5.14,11,3,12,2,6,8,2634,2542,71.8,104.4,0.333,0.37,0.558,51.7,56,10,8.5,0.527,19.5,34.1,0.237,100.8,0.348,0.367,0.538,48.3,47.5,12.2,8.6,0.507,18.6,31.2,0.239,64
120,Illinois NCAA,33,20,13,0.606,14.81,7.65,11,9,15,2,3,7,2452,2216,69.5,105.7,0.343,0.419,0.542,52.8,46.8,9.9,13.8,0.514,15.8,31.6,0.233,95.5,0.301,0.305,0.501,47.2,43.9,9.8,8.2,0.467,16.3,26.7,0.213,64
124,Indiana NCAA,35,23,12,0.657,14.94,8.88,12,8,15,2,5,7,2616,2404,68.4,109,0.295,0.266,0.561,51,53.6,8.5,13.6,0.535,14.7,28.1,0.209,100.1,0.298,0.378,0.505,49,47.9,9.5,7.4,0.472,14.1,29,0.21,32
126,Iona NCAA,35,27,8,0.771,7.61,-2.76,17,3,11,1,8,4,2660,2297,68.8,110.1,0.29,0.32,0.548,50.4,53.1,10.8,14.6,0.516,13.1,31.6,0.212,95,0.309,0.346,0.498,49.6,51.6,7.7,6.7,0.463,17.9,30.7,0.218,64
127,Iowa NCAA,33,19,14,0.576,14.08,8.69,11,9,14,3,4,7,2642,2464,69.6,113.7,0.323,0.375,0.551,51.3,57.5,9.3,8.3,0.517,11.9,32.1,0.238,106,0.238,0.323,0.558,48.7,50.9,8.1,8.9,0.533,16.1,27.4,0.178,64
128,Iowa State NCAA,33,19,14,0.576,15.36,10.39,9,9,13,3,3,8,2231,2067,65.7,102.2,0.279,0.338,0.523,52.5,54.8,13.3,11.3,0.499,16.7,33.9,0.187,94.6,0.408,0.467,0.542,47.5,57.8,10.3,7.8,0.499,22.3,26.5,0.296,64
134,Kansas NCAA,36,28,8,0.778,19.2,11.84,13,5,15,1,7,4,2715,2450,70.2,106.8,0.298,0.338,0.555,50.8,58.9,12.5,10.2,0.526,15.4,28.7,0.215,96.3,0.311,0.353,0.508,49.2,46.5,8.7,7.1,0.47,17.6,28.7,0.225,32
136,Kansas State NCAA,36,26,10,0.722,15.79,9.48,11,7,16,1,4,7,2742,2515,70.5,106.2,0.361,0.361,0.562,50.5,63.6,11.2,7.7,0.523,17,29.9,0.27,97.4,0.363,0.369,0.518,49.5,56.2,10,10.5,0.481,18.2,30.3,0.253,8
137,Kennesaw State NCAA,35,26,9,0.743,0.6,-2.06,15,3,15,1,10,6,2626,2415,69.8,106.4,0.358,0.387,0.555,50.9,53.9,11.2,8,0.531,15.5,27.9,0.237,97.8,0.357,0.387,0.528,49.1,47.4,9.4,8.6,0.494,18,26,0.245,64
138,Kent State NCAA,35,28,7,0.8,7.53,-1.22,15,3,15,0,9,6,2665,2305,69.7,108.9,0.308,0.384,0.546,50.5,45.1,12.6,12.1,0.514,14,31,0.224,94.2,0.368,0.405,0.511,49.5,51.1,7.7,7.7,0.468,19.6,29.7,0.265,64
139,Kentucky NCAA,34,22,12,0.647,14.76,8.08,12,6,14,4,6,4,2532,2305,66.8,110.7,0.319,0.3,0.538,56.7,55.1,9.6,10,0.506,14.5,39.2,0.225,100.8,0.299,0.355,0.523,43.3,48.2,9,5.2,0.486,14.7,25.1,0.222,32
151,Louisiana NCAA,34,26,8,0.765,4.27,-0.51,13,5,14,0,7,7,2630,2362,69.2,111.4,0.365,0.322,0.568,54.5,51.5,10.3,7.5,0.542,15.2,34,0.249,100,0.326,0.305,0.526,45.5,42.1,9.5,8,0.493,16,25.9,0.229,64
162,Marquette NCAA,36,29,7,0.806,17.07,8.01,17,3,16,1,9,4,2856,2530,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13,8.4,0.56,13.6,26.2,0.194,100,0.291,0.375,0.538,52.7,58.1,8.1,9.4,0.51,19.5,31.7,0.205,32
164,Maryland NCAA,35,22,13,0.629,14.58,8.35,11,9,16,1,2,9,2440,2222,64.5,107.7,0.343,0.369,0.545,51.1,46.2,8.4,10.1,0.508,14.3,30,0.251,98.1,0.284,0.319,0.512,48.9,47.2,7.4,9.8,0.477,16.1,28.1,0.208,32
170,Memphis NCAA,35,26,9,0.743,14.5,6.9,13,5,13,2,7,5,2778,2512,72.2,108.7,0.354,0.291,0.567,50.4,54.4,11.8,13.1,0.53,16,31.2,0.265,98.3,0.344,0.429,0.511,49.6,55.4,9.9,9.5,0.467,17.8,32.6,0.254,64
173,Miami (FL) NCAA,37,29,8,0.784,13.98,6.84,15,5,16,1,7,4,2925,2661,68.9,114.3,0.307,0.342,0.579,52,50.6,10.5,8.4,0.543,14,31.8,0.241,104,0.24,0.385,0.539,48,54.4,8.5,8.6,0.512,15.8,28.8,0.178,4
176,Michigan State NCAA,34,21,13,0.618,14.25,11.25,11,8,12,2,5,7,2411,2309,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206,102.3,0.279,0.385,0.518,47.8,53.6,8.5,9,0.486,13,25.2,0.201,16
181,Mississippi State NCAA,34,21,13,0.618,11.43,6.69,8,10,12,4,4,6,2234,2073,64.9,99.8,0.338,0.346,0.497,53.1,59.1,13.1,11.3,0.467,16.2,35.5,0.219,92.6,0.276,0.438,0.496,46.9,58.2,9.6,8.1,0.462,18.9,28.6,0.197,68
183,Missouri NCAA,35,25,10,0.714,11.41,6.89,11,7,16,3,5,5,2762,2604,70,112,0.291,0.432,0.58,44.7,56.5,14.5,8.5,0.55,14.1,26.3,0.22,105.6,0.342,0.442,0.561,55.3,57.2,8.8,6.8,0.523,20.3,37.2,0.257,32
187,Montana State NCAA,35,25,10,0.714,2.18,-1.43,15,3,12,1,10,5,2588,2342,67.9,108.1,0.434,0.342,0.572,51.8,49.8,9.6,8.4,0.526,15.5,26.6,0.327,97.8,0.347,0.347,0.533,48.2,39.5,8.2,5.7,0.491,17.9,24,0.26,64
193,NC State NCAA,34,23,11,0.676,12.5,5.58,12,8,15,2,4,6,2643,2408,69.8,110.9,0.253,0.371,0.541,51.2,44.2,11.2,11.8,0.515,11.6,30.4,0.182,101.1,0.34,0.336,0.537,48.8,45.8,7.2,6.9,0.498,16.7,26.1,0.251,64
195,Nevada NCAA,33,22,11,0.667,10.01,6.41,12,6,14,1,6,7,2397,2238,66.4,107.3,0.395,0.378,0.563,49.9,59.3,8.8,9.5,0.512,13.7,22.9,0.313,100.2,0.314,0.424,0.53,50.1,53.9,7.5,8.4,0.495,16.4,24.6,0.229,68
218,Northern Kentucky NCAA,35,22,13,0.629,-0.83,-2.89,14,6,14,3,6,6,2372,2224,63.5,104.8,0.278,0.414,0.525,49.1,55,14.5,8.1,0.497,14.9,32.2,0.194,98.3,0.3,0.389,0.538,50.9,61,8.8,7.2,0.509,21,32.1,0.212,64
219,Northwestern NCAA,34,22,12,0.647,13.68,8.71,12,8,13,5,7,4,2303,2134,65,103.5,0.297,0.41,0.513,49.6,54.2,12,12.7,0.473,12.7,28.5,0.225,95.9,0.316,0.419,0.515,50.4,61.3,6.9,9.7,0.484,18.6,27.7,0.216,32
229,Oral Roberts NCAA,35,30,5,0.857,8.55,-2.84,18,0,16,0,11,4,2915,2458,71.5,116.5,0.246,0.46,0.585,50,48.6,9.5,14,0.558,11.7,25.4,0.19,98.2,0.203,0.393,0.508,50,45.5,7.3,7.9,0.484,15.5,27.4,0.145,64
233,Penn State NCAA,37,23,14,0.622,13.04,9.02,10,10,13,4,4,7,2673,2524,64.4,110.4,0.213,0.471,0.575,48.2,51.9,6.6,5.8,0.554,12.5,19.2,0.157,104.2,0.255,0.376,0.518,51.8,55.1,7.1,9.4,0.491,11.5,25.6,0.18,32
236,Pittsburgh NCAA,36,24,12,0.667,10.59,5.2,14,6,14,3,7,5,2704,2510,68.1,110.4,0.329,0.434,0.562,51.1,54.4,7.6,11.4,0.525,14.3,29.5,0.249,102.4,0.304,0.394,0.517,48.9,53.7,7.4,10.1,0.485,14.3,28.6,0.213,32
241,Princeton NCAA,32,23,9,0.719,4.76,-0.97,10,4,12,3,7,4,2416,2192,69,108.1,0.302,0.418,0.554,54.2,49.6,7,8.3,0.526,15,29.1,0.215,98.1,0.28,0.332,0.508,45.8,43.7,8.8,9.5,0.479,13.5,22.2,0.193,16
242,Providence NCAA,33,21,12,0.636,12.89,6.55,13,7,15,2,6,6,2552,2343,68.2,111.2,0.363,0.319,0.551,54,53.5,9.9,11.2,0.511,14.3,34.8,0.269,102.1,0.254,0.336,0.528,46,48.1,8.7,9.7,0.497,14.9,27.2,0.189,64
